baseline_id,method_label,group,MAE,RMSE,mae_delta_vs_behavior,mae_delta_pct_vs_behavior,prediction_count,behavior_global_mae,proposed_global_mae,global_reduction_pct,behavior_event_mae,proposed_event_mae,event_reduction_pct,behavior_stable_mae,proposed_stable_mae,source_note
no_graph,无图/无事件基线,弱基线,0.0257024820894002,0.3353384435176849,0.002731056883931101,11.888930963155406,3917980,0.0213853700784751,0.0211635860705941,1.0370828611669816,0.7945942092716892,0.7647135986669213,3.760486831656615,0.0166597615106126,0.0166192428969882,baseline rows use EXP-103-train-optimized-42-5090; event_deferral_v6 summary uses EXP-103-v6-event-deferral-rule-frozen as main-method reference
behavior_concat,行为特征基线,行为基线,0.0229714252054691,0.3175832033157348,0.0,0.0,3917980,0.0213853700784751,0.0211635860705941,1.0370828611669816,0.7945942092716892,0.7647135986669213,3.760486831656615,0.0166597615106126,0.0166192428969882,baseline rows use EXP-103-train-optimized-42-5090; event_deferral_v6 summary uses EXP-103-v6-event-deferral-rule-frozen as main-method reference
dtw_demand_graph,DTW 需求图,图结构分支,0.0222997888922691,0.3185553848743438,-0.0006716363132000004,-2.923790349064173,3917980,0.0213853700784751,0.0211635860705941,1.0370828611669816,0.7945942092716892,0.7647135986669213,3.760486831656615,0.0166597615106126,0.0166192428969882,baseline rows use EXP-103-train-optimized-42-5090; event_deferral_v6 summary uses EXP-103-v6-event-deferral-rule-frozen as main-method reference
historical_correlation_graph,历史相关图,图结构分支,0.0218543838709592,0.3174610137939453,-0.0011170413345099016,-4.862742840370014,3917980,0.0213853700784751,0.0211635860705941,1.0370828611669816,0.7945942092716892,0.7647135986669213,3.760486831656615,0.0166597615106126,0.0166192428969882,baseline rows use EXP-103-train-optimized-42-5090; event_deferral_v6 summary uses EXP-103-v6-event-deferral-rule-frozen as main-method reference
event_graph_dynamic,事件动态图分支,图结构分支,0.0218465253710746,0.3041647672653198,-0.0011248998343945,-4.896952732940056,3917980,0.0213853700784751,0.0211635860705941,1.0370828611669816,0.7945942092716892,0.7647135986669213,3.760486831656615,0.0166597615106126,0.0166192428969882,baseline rows use EXP-103-train-optimized-42-5090; event_deferral_v6 summary uses EXP-103-v6-event-deferral-rule-frozen as main-method reference
event_dtw_fusion_graph,事件-DTW 融合图,图结构分支,0.022333825007081,0.3145309090614319,-0.0006376001983880997,-2.775623160883801,3917980,0.0213853700784751,0.0211635860705941,1.0370828611669816,0.7945942092716892,0.7647135986669213,3.760486831656615,0.0166597615106126,0.0166192428969882,baseline rows use EXP-103-train-optimized-42-5090; event_deferral_v6 summary uses EXP-103-v6-event-deferral-rule-frozen as main-method reference
random_event_graph,随机事件图,负对照,0.0227059554308652,0.3160175681114197,-0.0002654697746038992,-1.155652173208197,3917980,0.0213853700784751,0.0211635860705941,1.0370828611669816,0.7945942092716892,0.7647135986669213,3.760486831656615,0.0166597615106126,0.0166192428969882,baseline rows use EXP-103-train-optimized-42-5090; event_deferral_v6 summary uses EXP-103-v6-event-deferral-rule-frozen as main-method reference
shuffled_event_graph,打乱事件图,负对照,0.0222407802939414,0.3158540725708008,-0.0007306449115276996,-3.1806686132549826,3917980,0.0213853700784751,0.0211635860705941,1.0370828611669816,0.7945942092716892,0.7647135986669213,3.760486831656615,0.0166597615106126,0.0166192428969882,baseline rows use EXP-103-train-optimized-42-5090; event_deferral_v6 summary uses EXP-103-v6-event-deferral-rule-frozen as main-method reference
deleted_event_graph,删除事件图,负对照,0.0230257809162139,0.3184305727481842,5.435571074479881e-05,0.23662315358586303,3917980,0.0213853700784751,0.0211635860705941,1.0370828611669816,0.7945942092716892,0.7647135986669213,3.760486831656615,0.0166597615106126,0.0166192428969882,baseline rows use EXP-103-train-optimized-42-5090; event_deferral_v6 summary uses EXP-103-v6-event-deferral-rule-frozen as main-method reference
